,Make,Series,Model,Manufacturer code,First registration date,Year of manufacture,Mileage (read),Chassis number,Engine number,Gearbox number,Matching numbers,Previous owners,Body style,Power (kW/hp),Cubic capacity (ccm),Cylinders,Doors,Steering,Gearbox,Gears,Transmission,Front breaks,Rear breaks,Fuel type,Price (£)
9144,Mercedes-Benz,MGC,190,,04/1984,1984,"136,000 km",Not provided,Not provided,Not provided,No,Not provided,Saloon,66/90,1996,4,Not provided,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Not provided,"7,823"
9145,Porsche,Silver Ghost,924 Turbo,,Not provided,1980,"38,000 mls",Not provided,Not provided,Not provided,No,Not provided,Coupe,125/170,2000,4,2,Right (RHD),Manual,5,Rear,Disc,Disc,Petrol,"24,950"
9146,Mercedes-Benz,Virage,200 TE,,08/1993,1993,"163,000 km",Not provided,Not provided,Not provided,No,Not provided,Estate,100/136,1998,4,5,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"10,356"
9147,Porsche,280,944 S2,,06/1992,1991,"83,500 km",Not provided,Not provided,Not provided,No,1,Convertible,155/211,2990,4,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"39,073"
9148,Volkswagen,TR 5,Beetle 1303,,Not provided,1974,"70,838 km",Not provided,Not provided,Not provided,No,Not provided,Convertible,32/44,1285,4,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,"29,501"
9149,Rolls-Royce,3000,Phantom III,,Not provided,1938,1 km,3CM119,Not provided,Not provided,No,Not provided,Saloon,121/165,7338,12,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"115,000"
9150,Rolls-Royce,280,Corniche V,,Not provided,2001,1 km,SCAZK29EZICH68584,Not provided,Not provided,No,Not provided,Convertible,243/331,6750,8,2,Right (RHD),Automatic,4,Rear,Disc,Disc,Petrol,"138,000"
9151,Rolls-Royce,20/60,Silver Wraith,,Not provided,1949,1 km,WGC21,Not provided,Not provided,No,Not provided,Saloon (4-doors),90/122,4257,6,4,Right (RHD),Manual,Not provided,Rear,Drum,Drum,Petrol,"38,000"
9152,Packard,,Twin-Six,,07/1916,1916,"99,441 km",Not provided,Not provided,Not provided,No,Not provided,Convertible (Tourer),65/88,6821,6,4,Not specified,Manual,3,Rear,Drum,Drum,Petrol,"147,069"
9153,Lloyd,,Alexander TS,,03/1961,1961,"67,319 km",Not provided,Not provided,Not provided,No,Not provided,Saloon (2-doors),18/25,592,2,2,Not specified,Manual,Not provided,Front,Not provided,Not provided,Petrol,"16,447"
9154,DKW,,Munga,,11/1968,1968,"87,702 km",Not provided,Not provided,Not provided,No,Not provided,4x4,32/44,974,3,Not provided,Not specified,Manual,Not provided,4WD,Not provided,Not provided,Petrol,"12,966"
9155,Hanomag,,R 27,,07/1956,1956,"1,001 km",Not provided,Not provided,Not provided,No,Not provided,Utility Vehicle (Tractor),20/27,2099,3,Not provided,Not specified,Manual,Not provided,Rear,Not provided,Not provided,Diesel,"9,486"
9156,Hanomag,,A-L 28,,05/1969,1969,"3,122 km",Not provided,Not provided,Not provided,No,Not provided,Utility Vehicle (Plank bed),51/70,2780,4,2,Not specified,Manual,Not provided,4WD,Drum,Drum,Diesel,"6,875"
9157,Aston Martin,,DB 6,,10/1966,1966,Not provided,DB6/2932/R,400/2012,Not provided,Yes,5,Coupe,207/282,3995,6,2,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
9158,Porsche,,911 Carrera RS N/GT,,Not provided,1992,"65,372 km",Not provided,Not provided,Not provided,Yes,Not provided,Coupe,191/260,3600,6,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,"304,493"
9159,Jaguar,,E-Type,,Not provided,1967,"82,825 mls",Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),190/259,4235,6,Not provided,Right (RHD),Manual,4,Rear,Disc,Disc,Petrol,"125,000"
9160,Alfa Romeo,,2000 Spider,,12/1960,1960,"4,650 km",Not provided,Not provided,Not provided,No,Not provided,Convertible,85/115,1975,4,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"84,847"
9161,Mercedes-Benz,,280 SL,,Not provided,1985,"175,000 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),136/185,2746,6,2,Left (LHD),Automatic,Not provided,Rear,Disc,Disc,Petrol,"17,361"
9162,Jaguar,,Sovereign H.E. V12,,01/1985,1985,"71,100 km",Not provided,Not provided,Not provided,No,2,Saloon (4-doors),217/295,5343,12,4,Left (LHD),Automatic,3,Rear,Disc,Disc,Petrol,"8,267"
9163,MG,,MGB,,Not provided,1980,"41,816 km",Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),1/1 (Factory: 63/86),1 (Factory: 1798),Not provided,2,Left (LHD),Manual,Not provided,Rear,Disc,Not provided,Petrol,"24,802"
9164,FIAT,,500 L,,Not provided,1968,"14,259 km",Not provided,Not provided,Not provided,No,Not provided,Saloon (2-doors),13/18,499,2,2,Not specified,Manual,4,Rear,Drum,Drum,Petrol,"3,829"
9165,FIAT,,500 L,,Not provided,1972,"76,613 km",Not provided,Not provided,Not provided,No,Not provided,Saloon (2-doors),13/18,499,2,2,Not specified,Manual,4,Rear,Drum,Drum,Petrol,"6,875"
9166,FIAT,,500 C Belvedere,,Not provided,1953,"50,000 km",Not provided,Not provided,Not provided,No,Not provided,Estate,12/16,569,4,Not provided,Not specified,Manual,4,Rear,Drum,Drum,Petrol,"8,006"
9167,Mercedes-Benz,,"SLS AMG GT ""Final Edition""",,03/2014,2014,"4,200 mls",Not provided,Not provided,Not provided,Yes,3,Coupe,435/591,6208,8,2,Right (RHD),Automatic,7,Rear,Disc,Disc,Petrol,"430,000"
9168,MG,,RV8,,07/1994,1994,Not provided,Not provided,Not provided,Not provided,Yes,Not provided,Convertible (Roadster),141/192,3946,8,2,Right (RHD),Manual,5,Rear,Disc,Drum,Petrol,"29,153"
9169,Mercedes-Benz,,O 319,,Not provided,1961,1 km,Not provided,Not provided,Not provided,No,Not provided,Bus,1/1 (Factory: 37/50),1 (Factory: 1967),Not provided,Not provided,Not specified,Manual,4,Rear,Drum,Drum,Diesel,rice on request
9170,Porsche,,911 2.4 E,,Not provided,1973,1 km,Not provided,Not provided,Not provided,No,Not provided,Convertible (Targa),121/165,2341,6,2,Not specified,Manual,Not provided,Rear,Disc,Disc,Petrol,rice on request
9171,Morgan,,Plus 4,,Not provided,1958,1 km,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),1/1 (Factory: 74/101),1 (Factory: 1991),Not provided,Not provided,Not specified,Manual,4,Rear,Drum,Drum,Petrol,"25,019"
9172,Triumph,,TR 4A,,Not provided,1967,1 km,Not provided,Not provided,Not provided,No,Not provided,Convertible,76/104,2138,4,2,Not specified,Manual,Not provided,Rear,Not provided,Not provided,Petrol,"27,195"
9173,FIAT,,1100-103 E TV-Convertible,,Not provided,1956,1 km,Not provided,Not provided,Not provided,No,Not provided,Convertible,29/40,1089,4,Not provided,Not specified,Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
9174,Jaguar,,XK-E (2+2),,06/1968,1968,"50,580 mls",J691R41900BW,Not provided,Not provided,No,Not provided,Coupe,183/249,4235,6,2,Left (LHD),Automatic,Not provided,Rear,Disc,Disc,Petrol,"31,763"
9175,Jaguar,,XK 150 3.8 S FHC,,Not provided,1959,Not provided,T 835961 DN,Not provided,Not provided,No,Not provided,Coupe,162/220 (Factory: 198/269),3781,6,2,Left (LHD),Manual,Not provided,Rear,Drum,Drum,Petrol,"68,748"
9176,Bentley,,R-Type Continental,,Not provided,1953,1 km,B51CB,Not provided,Not provided,No,Not provided,Coupe,101/137,4566,6,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"725,000"
9177,Morris,,Minor 1000 Traveller,,Not provided,1975,"48,957 km",Not provided,Not provided,Not provided,No,Not provided,Estate,35/48,1098,4,3,Left (LHD),Manual,Not provided,Rear,Drum,Drum,Petrol,"11,269"
9178,Suzuki,,SJ 410,,Not provided,1990,"94,000 km",Not provided,Not provided,Not provided,No,Not provided,4x4,33/45,963,4,Not provided,Not specified,Manual,Not provided,4WD,Not provided,Not provided,Petrol,"4,525"
9179,FIAT,,Ducato 2.5 TD,,Not provided,1995,"140,000 km",Not provided,Not provided,Not provided,No,Not provided,Utility Vehicle (Nutzfahrzeug),70/95,2499,4,Not provided,Not specified,Manual,5,Front,Disc,Drum,Diesel,"14,359"
9180,AC,,Cobra,,Not provided,1966,1 km,Not provided,Not provided,Not provided,No,Not provided,Coupe,1/1 (Factory: 324/440),1 (Factory: 5752),Not provided,Not provided,Not specified,Manual,Not provided,Rear,Not provided,Not provided,Petrol,"71,359"
9181,Maserati,,Maserati Biturbo 2.5 E,,12/1985,1985,"101,515 km",ZAM331B00EB110551,Not provided,Not provided,Yes,Not provided,Coupe,138/188,2491,6,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,"30,371"
9182,BMW,,2000,,11/1970,1970,"100,000 km",Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),121/165 (Factory: 74/100),1990,4,4,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"52,127"
9183,Volkswagen,,Beetle 1600,,06/1986,1986,"66,620 km",Not provided,Not provided,Not provided,No,Not provided,Saloon (2-doors),74/101 (Factory: 34/46),1957 (Factory: 1584),4,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"23,409"
9184,Bentley,,3/8 Race,,Not provided,1951,"1,975 mls",Not provided,Not provided,Not provided,No,> 6,Convertible (Racing car),1/1 (Factory: 143/195),6516,8,0,Left (LHD),Manual,Not provided,Rear,Drum,Drum,Petrol,"300,229"
9185,Sunbeam,,Alpine Talbot,,Not provided,1956,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),1/1 (Factory: 57/77),1 (Factory: 2267),Not provided,Not provided,Right (RHD),Manual,Not provided,Not provided,Not provided,Not provided,Petrol,"12,950"
9186,Porsche,,911 GT3 R,,Not provided,2000,1 km,WP0ZZZ99ZYS692126,Not provided,Not provided,No,Not provided,Coupe (Racing car),301/409,3600,6,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"204,504"
9187,Aston Martin,,V8 Vantage Volante X-Pack,,Not provided,1988,"5,160 mls",Not provided,Not provided,Not provided,No,Not provided,Convertible,322/438,5340,8,2,Left (LHD),Automatic,Not provided,Rear,Disc,Disc,Petrol,rice on request
9188,Mercedes-Benz,,SLS AMG GT Roadster,,Not provided,2014,"5,890 km",Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),435/591,6208,8,2,Left (LHD),Automatic,Not provided,Rear,Disc,Disc,Petrol,"285,871"
9189,Lamborghini,,Miura P 400 S,,05/1971,1969,"36,239 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,272/370,3929,12,2,Not specified,Manual,Not provided,Rear,Not provided,Not provided,Petrol,"1,731,758"
9190,Alfa Romeo,,Spider 2.2 JTS,,Not provided,2007,"16,644 km",Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),136/185,2198,4,2,Not specified,Manual,Not provided,Front,Disc,Disc,Petrol,"21,712"
9191,Scammell,,Scarab,,11/1962,1961,"48,270 mls",Not provided,Not provided,Not provided,No,> 6,Utility Vehicle (low loader),1/1 (Factory: 43/58),1 (Factory: 2000),Not provided,2,Left (LHD),Manual,Not provided,Not provided,Not provided,Drum,Diesel,"12,618"
9192,FIAT,,Ghia 500 Jolly,,Not provided,1952,"4,640 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Open),16/22,499,2,0,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"43,076"
9193,Austin-Healey,,100/4M (BN2),,Not provided,1956,17 mls,BN2L 231092,Not provided,Not provided,No,Not provided,Convertible,81/110,2660,4,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,"117,750"
9194,Mercedes-Benz,,E 63 AMG,,Not provided,2006,"20,000 mls",WDB2110772B025527,Not provided,Not provided,No,Not provided,Saloon (4-doors),378/514,6208,8,4,Right (RHD),Automatic,7,Rear,Disc,Disc,Petrol,"27,500"
9195,Buick,,Special Serie 40,,Not provided,1940,"10,873 mls",Not provided,Not provided,Not provided,No,> 6,Coupe,79/107,4100,8,2,Left (LHD),Manual,Not provided,Not provided,Drum,Drum,Petrol,"30,415"
9196,Ford,,Thunderbird,,Not provided,1961,"88,427 mls",Not provided,Not provided,Not provided,No,> 6,Convertible,221/300,6400,8,2,Left (LHD),Automatic,Not provided,Rear,Not provided,Not provided,Not provided,"38,247"
9197,Porsche,,914/6,,06/1970,1970,"42,700 km",Not provided,Not provided,Not provided,No,Not provided,Convertible (Targa),81/110,1991,6,2,Left (LHD),Manual,5,Rear,Disc,Not provided,Petrol,"87,023"
9198,Mercedes-Benz,,220 SE b,,08/1962,1962,"48,900 km",Not provided,127984-10-004439,Not provided,Yes,2,Convertible,88/120,2195,6,2,Left (LHD),Manual,Not provided,Rear,Disc,Drum,Petrol,"195,802"
9199,Jaguar,,XK 140 SE OTS,,07/1955,1955,"28,500 km",Not provided,Not provided,Not provided,Yes,Not provided,Convertible (Roadster),142/193,3442,6,2,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,"112,695"
9200,Jaguar,,XK 140 SE DHC,,04/1956,1956,"25,000 km",Not provided,Not provided,Not provided,Yes,Not provided,Convertible,157/213,3442,6,2,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,"155,771"
9201,Jaguar,,E-Type,,05/1971,1971,"68,500 km",Not provided,Not provided,Not provided,Yes,Not provided,Convertible (Roadster),154/209,4198,6,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"103,557"
9202,Invicta,,4.5 Litre S-Type Low Chassis,,Not provided,1932,"12,345 km",Not provided,Not provided,Not provided,No,> 6,Convertible,81/110,4467,6,2,Left (LHD),Manual,Not provided,Rear,Drum,Drum,Petrol,"282,825"
9203,Ferrari,,365 GT4 BB,,Not provided,1974,"66,876 km",Not provided,Not provided,Not provided,No,> 6,Coupe,253/344,4391,12,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"378,550"
9204,Aston Martin,,Vanquish Zagato Volante,,07/2018,2018,221 mls,Not provided,Not provided,Not provided,No,1,Convertible (Roadster),441/600,5935,12,2,Right (RHD),Automatic,8,Rear,Disc,Disc,Petrol,"435,000"
9205,Mercedes-Benz,,280 SL,,Not provided,1970,"22,244 mls",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),125/170,2778,6,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"95,290"
9206,Bricklin,,SV-1,,07/1975,1975,"34,700 mls",Not provided,Not provided,Not provided,Yes,Not provided,Coupe,130/177,5766,8,2,Left (LHD),Automatic,Not provided,Rear,Disc,Not provided,Not provided,rice on request
9207,Rolls-Royce,,Corniche I,,Not provided,1978,"25,500 mls",Not provided,Not provided,Not provided,Yes,4,Convertible,177/240,6750,8,2,Left (LHD),Automatic,3,Rear,Disc,Disc,Petrol,rice on request
9208,BMW,,328,,Not provided,1938,"4,884 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),74/101 (Factory: 59/80),1971,6,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,"199,718"
9209,Alfa Romeo,,6C 2500 Villa d`Este,,Not provided,1952,"66,781 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),81/110,2443,6,2,Left (LHD),Manual,Not provided,Rear,Drum,Drum,Petrol,"491,680"
9210,Messerschmitt / FMR,,KR 200,,10/1963,1963,"39,318 km",Not provided,Not provided,Not provided,No,1,Convertible,7/10,191,1,1,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"25,672"
9211,Porsche,,928 S4,,Not provided,1991,"133,984 km",Not provided,Not provided,Not provided,No,> 6,Coupe,235/320,4957,8,2,Left (LHD),Automatic,Not provided,Rear,Disc,Disc,Petrol,"40,466"
9212,BMW,,Isetta 250,,Not provided,1955,"1,590 km",Not provided,Not provided,Not provided,No,> 6,Small car (Small Car),9/12,245,1,1,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Not provided,"28,282"
9213,Rolls-Royce,,Phantom VII,,Not provided,2004,"77,700 mls",Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),338/460,6749,12,4,Right (RHD),Automatic,Not provided,Rear,Disc,Disc,Petrol,rice on request
9214,BMW,,1800 TI/SA,,04/1964,1964,Not provided,Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),96/130,1773,4,4,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Not provided,"85,108"
9215,Saab,,900 Turbo S,,05/1992,1992,"293,500 km",Not provided,Not provided,Not provided,No,> 6,Convertible,104/141 (Factory: 118/160),1985,4,2,Left (LHD),Manual,5,Front,Disc,Disc,Petrol,"8,659"
9216,Aston Martin,,DB 6 Mk II,,Not provided,1971,"35,045 mls",Not provided,Not provided,Not provided,No,Not provided,Coupe,210/286,3995,6,2,Right (RHD),Automatic,Not provided,Rear,Not provided,Not provided,Not provided,rice on request
9217,Rolls-Royce,,Phantom I,,Not provided,1928,1 km,81CL,Not provided,Not provided,No,Not provided,Convertible (Tourer),70/95,7668,6,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"135,000"
9218,Bentley,,Azure,,Not provided,2007,1 km,Not provided,Not provided,Not provided,No,Not provided,Convertible,335/456,6761,8,2,Right (RHD),Automatic,Not provided,Rear,Disc,Disc,Petrol,"145,000"
9219,Chevrolet,,210 Townsman,,Not provided,1955,1 km,Not provided,Not provided,Not provided,No,Not provided,Estate,92/125,3859,6,5,Left (LHD),Manual,Not provided,Rear,Disc,Drum,Petrol,"42,206"
9220,Aston Martin,,DB 5,,Not provided,1965,"1,812 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,210/286,3995,6,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
9221,Mercedes-Benz,,500 SEC,,01/1983,1983,"188,000 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,170/231,4939,8,2,Not specified,Automatic,4,Rear,Disc,Disc,Petrol,"30,415"
9222,Lancia,,Flaminia GT Touring,,01/1961,1961,"50,750 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,88/119,2458,6,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"68,661"
9223,Porsche,,928 S,,01/1985,1985,"130,300 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,215/292,4957,8,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"26,098"
9224,Mercedes-Benz,,C 63 AMG,,05/2014,2014,"61,000 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,336/457,6208,8,2,Left (LHD),Automatic,7,Rear,Disc,Disc,Petrol,"43,424"
9225,Porsche,,911 Carrera 4,,04/2020,2000,"203,000 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,221/300,3387,6,2,Left (LHD),Manual,Not provided,4WD,Disc,Disc,Petrol,"24,366"
9226,Jaguar,,E-Type 3.8,,11/1962,1962,"20,000 km",Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),198/269,3781,6,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"130,535"
9227,Citroën,,SM injection,,09/1973,1973,"70,661 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,131/178,2670,6,2,Left (LHD),Manual,Not provided,Front,Not provided,Not provided,Not provided,"77,450"
9228,Austin-Healey,,100/6 (BN4),,Not provided,1958,"31,000 km",Not provided,Not provided,Not provided,No,Not provided,Convertible,86/117,2639,6,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"53,954"
9229,Porsche,,911 2.0 E,,01/1969,1969,"72,081 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,103/140,1991,6,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"95,725"
9230,Bentley,,Mark VI Mulliner,,05/1952,1952,Not provided,Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),118/160 (Factory: 101/137),4566,6,4,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"46,992"
9231,Jaguar,,XJ 8 4.2,,06/2004,2004,"76,451 km",SAJWA71C04SG32150,Not provided,Not provided,No,Not provided,Saloon (4-doors),219/298,4196,8,4,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,"19,537"
9232,Aston Martin,,DB 2/4 Mk II,,07/1957,1956,"44,989 mls",Not provided,Not provided,Not provided,No,Not provided,Coupe,103/140,2922,6,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Not provided,"278,474"
9233,Ford,,Capri RS 2600,,Not provided,1973,"15,329 mls",Not provided,Not provided,Not provided,Yes,Not provided,Coupe,110/150,2637,6,2,Left (LHD),Manual,Not provided,Rear,Disc,Drum,Petrol,rice on request
9234,Austin-Healey,,100/4 (BN1),,Not provided,1954,"31,997 mls",Not provided,Not provided,Not provided,Yes,Not provided,Convertible,66/90,2660,4,2,Left (LHD),Manual,3,Rear,Drum,Drum,Petrol,"66,573"
9235,BMW,,316i Touring,,01/1994,1994,"58,600 km",Not provided,Not provided,Not provided,Yes,3,Estate,75/102,1596,4,5,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"21,669"
9236,Jaguar,,XJS 4.0,,Not provided,1994,"102,115 km",Not provided,Not provided,Not provided,No,> 6,Coupe,1/1 (Factory: 163/222),1 (Factory: 3980),Not provided,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"43,076"
9237,Chevrolet,,Corvette Sting Ray Convertible,,Not provided,1964,"43,681 mls",Not provided,Not provided,Not provided,No,> 6,Convertible,1/1 (Factory: 221/300),1 (Factory: 5359),Not provided,2,Left (LHD),Manual,Not provided,Rear,Disc,Drum,Not provided,"80,496"
9238,Mercedes-Benz,,280 S,,06/1973,1973,"252,729 km",Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),118/160,2746,6,4,Not specified,Manual,Not provided,Rear,Disc,Disc,Petrol,"8,615"
9239,Porsche,,911 Carrera,,06/1997,1997,"32,513 km",Not provided,Not provided,Not provided,No,Not provided,Convertible,210/286,3600,6,2,Not specified,Manual,Not provided,Rear,Disc,Disc,Petrol,"107,032"
